,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative
130,2011,1-Lubbock,Male,African American,Six to Twelve Years Old,7.0,3.0,1.0,2.0,6.0,1.0,,,11,20,654,32.7,14.0,14.0,39.0,13.0,43.0,9.0
131,2011,1-Lubbock,Male,Anglo,Birth to Five Years Old,3.0,8.0,,1.0,1.0,1.0,,1.0,10,27,182,6.7407407407407405,10.0,10.0,47.0,26.0,48.0,25.0
132,2011,1-Lubbock,Male,Anglo,Six to Twelve Years Old,2.0,5.0,,5.0,7.0,2.0,,,13,31,634,20.451612903225808,14.0,14.0,60.0,21.0,62.0,19.0
133,2011,1-Lubbock,Male,Hispanic,Birth to Five Years Old,16.0,20.0,10.0,1.0,3.0,3.0,,1.0,35,22,167,7.590909090909091,10.0,10.0,41.0,37.0,45.0,33.0
134,2011,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,9.0,7.0,1.0,7.0,5.0,1.0,,,22,31,841,27.129032258064516,14.0,14.0,46.0,38.0,53.0,31.0
135,2011,10-El Paso,Female,African American,Six to Twelve Years Old,3.0,,,,1.0,,,,2,1,19,19.0,6.0,14.0,3.0,1.0,3.0,1.0
136,2011,10-El Paso,Female,Anglo,Six to Twelve Years Old,1.0,1.0,,1.0,1.0,,,,2,3,48,16.0,4.0,14.0,6.0,1.0,6.0,1.0
137,2011,10-El Paso,Female,Hispanic,Birth to Five Years Old,3.0,10.0,2.0,,,1.0,,,14,10,76,7.6,10.0,10.0,9.0,7.0,10.0,6.0
138,2011,10-El Paso,Female,Hispanic,Six to Twelve Years Old,2.0,9.0,,1.0,3.0,1.0,,,13,16,206,12.875,14.0,14.0,13.0,9.0,15.0,7.0
139,2011,10-El Paso,Male,Anglo,Six to Twelve Years Old,1.0,,,1.0,1.0,,,,1,3,27,9.0,4.0,14.0,6.0,1.0,6.0,1.0
140,2011,10-El Paso,Male,Hispanic,Birth to Five Years Old,8.0,7.0,3.0,,,1.0,,,15,16,158,9.875,10.0,10.0,11.0,6.0,10.0,7.0
141,2011,10-El Paso,Male,Hispanic,Six to Twelve Years Old,4.0,10.0,1.0,2.0,5.0,3.0,,1.0,19,19,258,13.578947368421053,14.0,14.0,14.0,9.0,17.0,6.0
142,2011,11-Edinburg,Female,Hispanic,Birth to Five Years Old,8.0,23.0,9.0,,1.0,1.0,,,37,43,347,8.069767441860465,10.0,10.0,79.0,45.0,82.0,42.0
143,2011,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,10.0,17.0,,2.0,2.0,2.0,,1.0,32,49,935,19.081632653061224,14.0,14.0,91.0,53.0,98.0,46.0
144,2011,11-Edinburg,Male,African American,Birth to Five Years Old,3.0,,4.0,,1.0,,,,7,9,81,9.0,10.0,10.0,10.0,10.0,12.0,8.0
145,2011,11-Edinburg,Male,Anglo,Birth to Five Years Old,,5.0,5.0,,,1.0,,,6,6,17,2.8333333333333335,10.0,10.0,18.0,11.0,21.0,8.0
146,2011,11-Edinburg,Male,Anglo,Six to Twelve Years Old,1.0,,1.0,,,,,,2,5,175,35.0,14.0,14.0,18.0,13.0,19.0,12.0
147,2011,11-Edinburg,Male,Hispanic,Birth to Five Years Old,18.0,21.0,21.0,1.0,4.0,3.0,,,43,32,217,6.78125,10.0,10.0,75.0,54.0,83.0,46.0
148,2011,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,8.0,11.0,,6.0,3.0,1.0,1.0,1.0,26,62,1816,29.29032258064516,14.0,14.0,88.0,54.0,98.0,44.0
149,2011,2-Abilene,Female,African American,Birth to Five Years Old,7.0,3.0,1.0,1.0,1.0,2.0,,,11,4,36,9.0,8.0,10.0,11.0,11.0,11.0,11.0
150,2011,2-Abilene,Female,African American,Six to Twelve Years Old,2.0,,,1.0,3.0,,,,9,9,123,13.666666666666666,14.0,14.0,14.0,15.0,18.0,11.0
151,2011,2-Abilene,Female,Anglo,Birth to Five Years Old,2.0,12.0,3.0,,1.0,2.0,,,15,7,62,8.857142857142858,10.0,10.0,26.0,19.0,21.0,24.0
152,2011,2-Abilene,Female,Anglo,Six to Twelve Years Old,1.0,6.0,,1.0,2.0,,,,9,11,328,29.818181818181817,14.0,14.0,38.0,20.0,32.0,26.0
153,2011,2-Abilene,Female,Hispanic,Birth to Five Years Old,8.0,1.0,2.0,,2.0,2.0,,1.0,8,6,42,7.0,10.0,10.0,18.0,14.0,17.0,15.0
154,2011,2-Abilene,Female,Hispanic,Six to Twelve Years Old,5.0,1.0,,2.0,3.0,,,,6,3,34,11.333333333333334,10.0,14.0,20.0,14.0,18.0,16.0
155,2011,2-Abilene,Male,African American,Birth to Five Years Old,3.0,,1.0,,,,1.0,,2,6,39,6.5,10.0,10.0,15.0,9.0,11.0,13.0
156,2011,2-Abilene,Male,African American,Six to Twelve Years Old,3.0,,1.0,1.0,1.0,,,,7,8,161,20.125,2.0,14.0,15.0,7.0,18.0,4.0
157,2011,2-Abilene,Male,Anglo,Birth to Five Years Old,7.0,14.0,6.0,1.0,2.0,1.0,,,22,8,58,7.25,10.0,10.0,40.0,15.0,34.0,21.0
158,2011,2-Abilene,Male,Anglo,Six to Twelve Years Old,1.0,10.0,,2.0,2.0,,,,11,11,236,21.454545454545453,14.0,14.0,32.0,15.0,29.0,18.0
159,2011,2-Abilene,Male,Hispanic,Birth to Five Years Old,8.0,,1.0,,1.0,1.0,,,9,9,71,7.888888888888889,10.0,10.0,22.0,14.0,21.0,15.0
160,2011,2-Abilene,Male,Hispanic,Six to Twelve Years Old,2.0,2.0,,1.0,,,,,3,7,175,25.0,14.0,14.0,23.0,8.0,20.0,11.0
161,2011,3-Arlington,Female,African American,Birth to Five Years Old,25.0,39.0,22.0,2.0,3.0,2.0,,,65,66,682,10.333333333333334,10.0,10.0,52.0,30.0,50.0,32.0
162,2011,3-Arlington,Female,African American,Six to Twelve Years Old,16.0,26.0,6.0,13.0,6.0,1.0,,,48,78,1999,25.628205128205128,14.0,14.0,56.0,29.0,53.0,32.0
163,2011,3-Arlington,Female,Anglo,Birth to Five Years Old,19.0,69.0,17.0,1.0,12.0,9.0,,,94,47,326,6.9361702127659575,10.0,10.0,74.0,65.0,76.0,63.0
164,2011,3-Arlington,Female,Anglo,Six to Twelve Years Old,9.0,54.0,,8.0,15.0,2.0,,1.0,55,54,688,12.74074074074074,14.0,14.0,88.0,56.0,96.0,48.0
165,2011,3-Arlington,Female,Hispanic,Birth to Five Years Old,42.0,23.0,20.0,1.0,4.0,4.0,,,69,50,387,7.74,10.0,10.0,43.0,38.0,45.0,36.0
166,2011,3-Arlington,Female,Hispanic,Six to Twelve Years Old,27.0,14.0,1.0,7.0,3.0,3.0,,,46,41,784,19.121951219512194,14.0,14.0,53.0,42.0,62.0,33.0
167,2011,3-Arlington,Female,Other,Birth to Five Years Old,9.0,,2.0,,,,,,3,3,10,3.3333333333333335,10.0,10.0,13.0,12.0,11.0,14.0
168,2011,3-Arlington,Male,African American,Birth to Five Years Old,31.0,37.0,23.0,1.0,9.0,7.0,,,74,99,926,9.353535353535353,10.0,10.0,57.0,39.0,56.0,40.0
169,2011,3-Arlington,Male,African American,Six to Twelve Years Old,16.0,20.0,1.0,15.0,14.0,5.0,,1.0,33,84,2530,30.11904761904762,14.0,14.0,57.0,30.0,56.0,31.0
170,2011,3-Arlington,Male,Anglo,Birth to Five Years Old,17.0,67.0,23.0,8.0,12.0,7.0,1.0,,92,63,380,6.031746031746032,10.0,10.0,85.0,62.0,85.0,62.0
171,2011,3-Arlington,Male,Anglo,Six to Twelve Years Old,10.0,52.0,5.0,18.0,17.0,4.0,,,60,66,1538,23.303030303030305,14.0,14.0,99.0,56.0,105.0,50.0
172,2011,3-Arlington,Male,Asian,Six to Twelve Years Old,1.0,,,,1.0,,,,1,1,21,21.0,4.0,13.0,5.0,1.0,6.0,
173,2011,3-Arlington,Male,Hispanic,Birth to Five Years Old,39.0,11.0,19.0,1.0,3.0,3.0,,,55,47,382,8.127659574468085,10.0,10.0,50.0,36.0,52.0,34.0
174,2011,3-Arlington,Male,Hispanic,Six to Twelve Years Old,20.0,11.0,1.0,6.0,10.0,4.0,,1.0,35,42,874,20.80952380952381,14.0,14.0,53.0,30.0,56.0,27.0
175,2011,3-Arlington,Male,Other,Six to Twelve Years Old,3.0,,,,1.0,,,,1,3,65,21.666666666666668,6.0,14.0,5.0,3.0,4.0,4.0
176,2011,4-Tyler,Female,African American,Birth to Five Years Old,9.0,8.0,5.0,,3.0,2.0,,1.0,21,34,347,10.205882352941176,10.0,10.0,34.0,35.0,40.0,29.0
177,2011,4-Tyler,Female,African American,Six to Twelve Years Old,6.0,10.0,1.0,1.0,1.0,1.0,,,13,23,599,26.043478260869566,14.0,14.0,31.0,22.0,32.0,21.0
178,2011,4-Tyler,Female,Anglo,Birth to Five Years Old,3.0,31.0,5.0,,2.0,3.0,,1.0,34,36,270,7.5,10.0,10.0,55.0,53.0,63.0,45.0
179,2011,4-Tyler,Female,Anglo,Six to Twelve Years Old,2.0,24.0,2.0,6.0,3.0,2.0,,,28,13,207,15.923076923076923,14.0,14.0,52.0,39.0,57.0,34.0
180,2011,4-Tyler,Female,Hispanic,Birth to Five Years Old,13.0,2.0,,,,1.0,,,15,6,29,4.833333333333333,10.0,10.0,8.0,18.0,8.0,18.0
181,2011,4-Tyler,Female,Other,Birth to Five Years Old,1.0,,1.0,,,,,,1,1,15,15.0,4.0,10.0,5.0,4.0,4.0,5.0
182,2011,4-Tyler,Male,African American,Birth to Five Years Old,10.0,9.0,5.0,,,,,,20,21,193,9.19047619047619,10.0,10.0,29.0,40.0,33.0,36.0
183,2011,4-Tyler,Male,African American,Six to Twelve Years Old,2.0,5.0,,1.0,1.0,,,,8,16,343,21.4375,14.0,14.0,35.0,22.0,38.0,19.0
184,2011,4-Tyler,Male,Anglo,Birth to Five Years Old,4.0,38.0,7.0,1.0,6.0,6.0,,4.0,44,28,127,4.535714285714286,10.0,10.0,59.0,59.0,69.0,49.0
185,2011,4-Tyler,Male,Anglo,Six to Twelve Years Old,,26.0,2.0,5.0,7.0,3.0,,,28,25,478,19.12,14.0,14.0,63.0,35.0,70.0,28.0
186,2011,4-Tyler,Male,Hispanic,Birth to Five Years Old,5.0,2.0,,,1.0,2.0,,,8,7,46,6.571428571428571,10.0,10.0,15.0,19.0,16.0,18.0
187,2011,4-Tyler,Male,Hispanic,Six to Twelve Years Old,3.0,1.0,,1.0,,,,,8,4,38,9.5,14.0,14.0,16.0,13.0,18.0,11.0
188,2011,4-Tyler,Male,Other,Birth to Five Years Old,2.0,,1.0,,,,,,3,1,5,5.0,6.0,10.0,3.0,3.0,3.0,3.0
189,2011,5-Beaumont,Female,African American,Birth to Five Years Old,4.0,14.0,7.0,,1.0,3.0,,1.0,21,16,125,7.8125,10.0,10.0,23.0,19.0,26.0,16.0
190,2011,5-Beaumont,Female,Anglo,Birth to Five Years Old,2.0,33.0,14.0,1.0,1.0,2.0,,,34,9,59,6.555555555555555,10.0,10.0,39.0,16.0,36.0,19.0
191,2011,5-Beaumont,Female,Anglo,Six to Twelve Years Old,,13.0,,,2.0,,,,11,14,299,21.357142857142858,14.0,14.0,37.0,13.0,36.0,14.0
192,2011,5-Beaumont,Female,Hispanic,Birth to Five Years Old,2.0,5.0,1.0,,,,,,6,5,38,7.6,8.0,10.0,9.0,8.0,6.0,11.0
193,2011,5-Beaumont,Male,African American,Birth to Five Years Old,4.0,6.0,2.0,,1.0,,,,11,10,90,9.0,10.0,10.0,25.0,12.0,23.0,14.0
194,2011,5-Beaumont,Male,African American,Six to Twelve Years Old,2.0,6.0,1.0,1.0,1.0,,,,6,12,220,18.333333333333332,12.0,14.0,30.0,9.0,30.0,9.0
195,2011,5-Beaumont,Male,Anglo,Birth to Five Years Old,1.0,19.0,4.0,2.0,5.0,1.0,,,21,9,42,4.666666666666667,10.0,10.0,41.0,22.0,37.0,26.0
196,2011,5-Beaumont,Male,Anglo,Six to Twelve Years Old,1.0,5.0,,3.0,1.0,,,,3,19,422,22.210526315789473,14.0,14.0,38.0,17.0,37.0,18.0
197,2011,5-Beaumont,Male,Hispanic,Birth to Five Years Old,9.0,1.0,1.0,,,,,1.0,10,4,21,5.25,8.0,10.0,10.0,2.0,9.0,3.0
198,2011,6-Houston,Female,African American,Birth to Five Years Old,53.0,90.0,45.0,2.0,2.0,7.0,1.0,2.0,172,230,2461,10.7,10.0,10.0,44.0,47.0,46.0,45.0
199,2011,6-Houston,Female,African American,Six to Twelve Years Old,18.0,65.0,1.0,9.0,10.0,3.0,1.0,3.0,83,198,4288,21.656565656565657,14.0,14.0,51.0,43.0,55.0,39.0
200,2011,6-Houston,Female,Anglo,Birth to Five Years Old,10.0,46.0,16.0,2.0,6.0,4.0,,,65,72,622,8.63888888888889,10.0,10.0,40.0,43.0,49.0,34.0
201,2011,6-Houston,Female,Anglo,Six to Twelve Years Old,10.0,35.0,1.0,5.0,5.0,1.0,,,46,61,913,14.967213114754099,14.0,14.0,50.0,53.0,60.0,43.0
202,2011,6-Houston,Female,Hispanic,Birth to Five Years Old,41.0,42.0,15.0,,3.0,5.0,1.0,,82,72,636,8.833333333333334,10.0,10.0,27.0,33.0,32.0,28.0
203,2011,6-Houston,Female,Hispanic,Six to Twelve Years Old,23.0,14.0,,2.0,3.0,,,1.0,27,84,1367,16.273809523809526,14.0,14.0,34.0,30.0,37.0,27.0
204,2011,6-Houston,Male,African American,Birth to Five Years Old,67.0,99.0,51.0,3.0,16.0,21.0,1.0,2.0,177,289,3218,11.134948096885813,10.0,10.0,41.0,52.0,45.0,48.0
205,2011,6-Houston,Male,African American,Six to Twelve Years Old,13.0,79.0,7.0,17.0,18.0,4.0,,,87,220,5629,25.586363636363636,14.0,14.0,61.0,47.0,72.0,36.0
206,2011,6-Houston,Male,Anglo,Birth to Five Years Old,19.0,56.0,15.0,1.0,5.0,12.0,2.0,,82,65,459,7.061538461538461,10.0,10.0,47.0,39.0,52.0,34.0
207,2011,6-Houston,Male,Anglo,Six to Twelve Years Old,6.0,35.0,1.0,10.0,12.0,1.0,,1.0,44,85,1513,17.8,14.0,14.0,59.0,49.0,67.0,41.0
208,2011,6-Houston,Male,Hispanic,Birth to Five Years Old,42.0,39.0,14.0,1.0,6.0,4.0,,1.0,89,95,838,8.821052631578947,10.0,10.0,27.0,40.0,35.0,32.0
209,2011,6-Houston,Male,Hispanic,Six to Twelve Years Old,20.0,16.0,2.0,4.0,8.0,1.0,,,33,89,2069,23.247191011235955,14.0,14.0,39.0,37.0,44.0,32.0
210,2011,6-Houston,Male,Other,Birth to Five Years Old,14.0,,2.0,,2.0,1.0,,,7,1,9,9.0,10.0,10.0,7.0,8.0,7.0,8.0
211,2011,7-Austin,Female,African American,Birth to Five Years Old,31.0,18.0,12.0,,3.0,5.0,,,53,57,392,6.87719298245614,10.0,10.0,57.0,49.0,54.0,52.0
212,2011,7-Austin,Female,African American,Six to Twelve Years Old,19.0,19.0,2.0,7.0,4.0,1.0,,,35,32,596,18.625,14.0,14.0,55.0,34.0,49.0,40.0
213,2011,7-Austin,Female,Anglo,Birth to Five Years Old,16.0,46.0,10.0,4.0,9.0,6.0,,3.0,63,51,272,5.333333333333333,10.0,10.0,64.0,56.0,64.0,56.0
214,2011,7-Austin,Female,Anglo,Six to Twelve Years Old,2.0,29.0,,4.0,2.0,2.0,,,27,23,372,16.17391304347826,14.0,14.0,54.0,44.0,53.0,45.0
215,2011,7-Austin,Female,Hispanic,Birth to Five Years Old,41.0,19.0,9.0,1.0,6.0,3.0,1.0,,62,45,227,5.044444444444444,10.0,10.0,56.0,41.0,50.0,47.0
216,2011,7-Austin,Female,Hispanic,Six to Twelve Years Old,38.0,16.0,2.0,9.0,10.0,3.0,,,48,22,199,9.045454545454545,14.0,14.0,53.0,34.0,52.0,35.0
217,2011,7-Austin,Female,Other,Birth to Five Years Old,6.0,,,,1.0,1.0,,,3,1,1,1.0,10.0,10.0,1.0,8.0,1.0,8.0
218,2011,7-Austin,Male,African American,Birth to Five Years Old,34.0,28.0,16.0,,3.0,2.0,,,60,46,377,8.195652173913043,10.0,10.0,55.0,48.0,52.0,51.0
219,2011,7-Austin,Male,African American,Six to Twelve Years Old,18.0,14.0,,9.0,11.0,4.0,,,35,42,770,18.333333333333332,14.0,14.0,66.0,47.0,69.0,44.0
220,2011,7-Austin,Male,Anglo,Birth to Five Years Old,12.0,50.0,13.0,,12.0,4.0,3.0,1.0,59,48,262,5.458333333333333,10.0,10.0,75.0,48.0,70.0,53.0
221,2011,7-Austin,Male,Anglo,Six to Twelve Years Old,4.0,22.0,3.0,7.0,10.0,2.0,,,24,35,350,10.0,14.0,14.0,71.0,47.0,63.0,55.0
222,2011,7-Austin,Male,Hispanic,Birth to Five Years Old,46.0,25.0,9.0,2.0,8.0,5.0,,,72,44,348,7.909090909090909,10.0,10.0,52.0,42.0,48.0,46.0
223,2011,7-Austin,Male,Hispanic,Six to Twelve Years Old,27.0,8.0,1.0,6.0,11.0,2.0,,,30,39,645,16.53846153846154,14.0,14.0,60.0,40.0,62.0,38.0
224,2011,8-San Antonio,Female,African American,Birth to Five Years Old,14.0,16.0,9.0,1.0,2.0,2.0,,,30,30,263,8.766666666666667,10.0,10.0,23.0,19.0,25.0,17.0
225,2011,8-San Antonio,Female,African American,Six to Twelve Years Old,6.0,6.0,,2.0,2.0,,,,15,24,630,26.25,14.0,14.0,27.0,20.0,30.0,17.0
226,2011,8-San Antonio,Female,Anglo,Birth to Five Years Old,4.0,13.0,5.0,3.0,7.0,1.0,,1.0,22,25,194,7.76,10.0,10.0,38.0,40.0,38.0,40.0
227,2011,8-San Antonio,Female,Anglo,Six to Twelve Years Old,6.0,14.0,,7.0,8.0,3.0,,,27,36,966,26.833333333333332,14.0,14.0,59.0,35.0,63.0,31.0
228,2011,8-San Antonio,Female,Hispanic,Birth to Five Years Old,71.0,129.0,63.0,2.0,11.0,9.0,,2.0,212,126,1208,9.587301587301587,10.0,10.0,88.0,69.0,90.0,67.0
229,2011,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,44.0,73.0,4.0,13.0,15.0,3.0,,,125,150,2981,19.873333333333335,14.0,14.0,94.0,77.0,109.0,62.0
230,2011,8-San Antonio,Female,Other,Six to Twelve Years Old,1.0,,,1.0,,,,,1,1,1,1.0,4.0,14.0,1.0,1.0,,2.0
231,2011,8-San Antonio,Male,African American,Birth to Five Years Old,18.0,27.0,13.0,2.0,4.0,5.0,,,43,35,250,7.142857142857143,10.0,10.0,23.0,23.0,23.0,23.0
232,2011,8-San Antonio,Male,African American,Six to Twelve Years Old,21.0,11.0,1.0,9.0,9.0,6.0,,,33,31,966,31.161290322580644,14.0,14.0,36.0,18.0,34.0,20.0
233,2011,8-San Antonio,Male,Anglo,Birth to Five Years Old,15.0,19.0,12.0,2.0,7.0,5.0,,1.0,33,35,266,7.6,10.0,10.0,48.0,41.0,46.0,43.0
234,2011,8-San Antonio,Male,Anglo,Six to Twelve Years Old,6.0,17.0,,6.0,8.0,1.0,,,25,43,1240,28.837209302325583,14.0,14.0,46.0,38.0,52.0,32.0
235,2011,8-San Antonio,Male,Hispanic,Birth to Five Years Old,106.0,111.0,70.0,4.0,15.0,7.0,1.0,1.0,220,144,1346,9.347222222222221,10.0,10.0,84.0,67.0,88.0,63.0
236,2011,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,54.0,89.0,9.0,21.0,27.0,3.0,,,143,179,4639,25.916201117318437,14.0,14.0,107.0,67.0,114.0,60.0
237,2011,9-Midland,Female,African American,Birth to Five Years Old,6.0,1.0,5.0,1.0,1.0,1.0,,,9,7,37,5.285714285714286,10.0,10.0,11.0,13.0,10.0,14.0
238,2011,9-Midland,Female,Anglo,Birth to Five Years Old,6.0,7.0,2.0,3.0,2.0,2.0,,,14,8,88,11.0,10.0,10.0,21.0,19.0,19.0,21.0
239,2011,9-Midland,Female,Anglo,Six to Twelve Years Old,1.0,3.0,1.0,1.0,1.0,1.0,,,4,11,293,26.636363636363637,14.0,14.0,22.0,15.0,19.0,18.0
240,2011,9-Midland,Female,Hispanic,Birth to Five Years Old,7.0,8.0,4.0,,,1.0,,,16,16,118,7.375,10.0,10.0,28.0,17.0,26.0,19.0
241,2011,9-Midland,Female,Hispanic,Six to Twelve Years Old,5.0,1.0,1.0,3.0,3.0,,,,11,13,245,18.846153846153847,12.0,14.0,27.0,30.0,33.0,24.0
242,2011,9-Midland,Male,African American,Birth to Five Years Old,8.0,1.0,2.0,,1.0,1.0,,,8,11,71,6.454545454545454,10.0,10.0,22.0,10.0,16.0,16.0
243,2011,9-Midland,Male,Anglo,Birth to Five Years Old,6.0,4.0,1.0,,,,,,10,14,76,5.428571428571429,10.0,10.0,30.0,15.0,30.0,15.0
244,2011,9-Midland,Male,Anglo,Six to Twelve Years Old,1.0,4.0,,5.0,3.0,1.0,,,9,12,261,21.75,14.0,14.0,29.0,13.0,28.0,14.0
245,2011,9-Midland,Male,Hispanic,Birth to Five Years Old,12.0,4.0,7.0,,2.0,,,,18,20,205,10.25,10.0,10.0,38.0,23.0,37.0,24.0
246,2011,9-Midland,Male,Hispanic,Six to Twelve Years Old,4.0,3.0,1.0,3.0,6.0,1.0,,,12,16,316,19.75,14.0,14.0,31.0,28.0,35.0,24.0
247,2012,1-Lubbock,Female,African American,Birth to Five Years Old,5.0,3.0,3.0,2.0,4.0,2.0,,,13,11,111,10.090909090909092,10.0,10.0,14.0,14.0,16.0,12.0
248,2012,1-Lubbock,Female,African American,Six to Twelve Years Old,2.0,4.0,,4.0,2.0,2.0,,,7,8,259,32.375,12.0,14.0,15.0,12.0,18.0,9.0
249,2012,1-Lubbock,Female,Anglo,Birth to Five Years Old,2.0,24.0,5.0,1.0,4.0,1.0,,,26,10,53,5.3,10.0,10.0,26.0,23.0,26.0,23.0
250,2012,1-Lubbock,Female,Anglo,Six to Twelve Years Old,3.0,18.0,1.0,5.0,6.0,,,,23,18,194,10.777777777777779,14.0,14.0,36.0,25.0,39.0,22.0
251,2012,1-Lubbock,Female,Hispanic,Birth to Five Years Old,24.0,17.0,10.0,,3.0,3.0,,1.0,42,28,182,6.5,10.0,10.0,51.0,33.0,57.0,27.0
252,2012,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,13.0,6.0,2.0,2.0,5.0,1.0,,1.0,25,32,317,9.90625,14.0,14.0,49.0,45.0,52.0,42.0
253,2012,1-Lubbock,Female,Other,Birth to Five Years Old,6.0,,1.0,,2.0,2.0,,,6,1,21,21.0,10.0,10.0,11.0,8.0,9.0,10.0
254,2012,1-Lubbock,Female,Other,Six to Twelve Years Old,4.0,,,2.0,,,,,4,1,3,3.0,4.0,14.0,5.0,7.0,3.0,9.0
255,2012,1-Lubbock,Male,African American,Birth to Five Years Old,10.0,6.0,2.0,,1.0,1.0,,2.0,14,9,48,5.333333333333333,10.0,10.0,18.0,13.0,19.0,12.0
256,2012,1-Lubbock,Male,African American,Six to Twelve Years Old,3.0,5.0,1.0,1.0,3.0,,,,8,10,350,35.0,14.0,13.0,32.0,7.0,33.0,6.0
257,2012,1-Lubbock,Male,Anglo,Birth to Five Years Old,6.0,26.0,5.0,,6.0,4.0,,4.0,32,31,259,8.35483870967742,10.0,10.0,40.0,22.0,39.0,23.0
258,2012,1-Lubbock,Male,Anglo,Six to Twelve Years Old,2.0,14.0,2.0,7.0,7.0,1.0,,,18,21,551,26.238095238095237,14.0,14.0,42.0,22.0,42.0,22.0
259,2012,1-Lubbock,Male,Hispanic,Birth to Five Years Old,25.0,19.0,8.0,1.0,5.0,3.0,,,40,36,220,6.111111111111111,10.0,10.0,51.0,41.0,50.0,42.0
260,2012,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,11.0,16.0,2.0,5.0,9.0,2.0,,,31,36,713,19.805555555555557,14.0,14.0,67.0,30.0,68.0,29.0
261,2012,1-Lubbock,Male,Other,Birth to Five Years Old,8.0,,,,1.0,,,,7,1,5,5.0,10.0,10.0,8.0,13.0,9.0,12.0
262,2012,1-Lubbock,Male,Other,Six to Twelve Years Old,3.0,,,2.0,1.0,,,,4,2,92,46.0,8.0,14.0,13.0,8.0,13.0,8.0
263,2012,10-El Paso,Female,Anglo,Six to Twelve Years Old,,1.0,,,1.0,,,,1,3,36,12.0,8.0,14.0,7.0,2.0,6.0,3.0
264,2012,10-El Paso,Female,Hispanic,Birth to Five Years Old,4.0,11.0,,,2.0,,,,15,15,80,5.333333333333333,10.0,10.0,14.0,5.0,12.0,7.0
265,2012,10-El Paso,Female,Hispanic,Six to Twelve Years Old,6.0,10.0,,5.0,3.0,2.0,,,14,20,312,15.6,14.0,14.0,18.0,8.0,15.0,11.0
266,2012,10-El Paso,Male,African American,Birth to Five Years Old,2.0,1.0,1.0,,,,,,2,1,10,10.0,4.0,10.0,2.0,2.0,1.0,3.0
267,2012,10-El Paso,Male,Anglo,Birth to Five Years Old,1.0,2.0,2.0,,1.0,,,1.0,3,2,25,12.5,8.0,10.0,10.0,,10.0,
268,2012,10-El Paso,Male,Anglo,Six to Twelve Years Old,,1.0,1.0,,,,,,1,2,30,15.0,6.0,14.0,4.0,3.0,3.0,4.0
269,2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,3.0,11.0,4.0,1.0,1.0,2.0,,,14,23,220,9.565217391304348,10.0,10.0,19.0,5.0,16.0,8.0
270,2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,8.0,12.0,2.0,6.0,8.0,1.0,,1.0,25,26,419,16.115384615384617,14.0,14.0,19.0,9.0,17.0,11.0
271,2012,11-Edinburg,Female,Anglo,Birth to Five Years Old,4.0,3.0,1.0,,2.0,3.0,,1.0,7,5,50,10.0,10.0,10.0,14.0,8.0,16.0,6.0
272,2012,11-Edinburg,Female,Anglo,Six to Twelve Years Old,1.0,,,,1.0,,,,1,1,26,26.0,14.0,14.0,12.0,1.0,12.0,1.0
273,2012,11-Edinburg,Female,Hispanic,Birth to Five Years Old,14.0,30.0,11.0,1.0,3.0,4.0,1.0,,48,33,371,11.242424242424242,10.0,10.0,69.0,59.0,76.0,52.0
274,2012,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,7.0,17.0,1.0,4.0,4.0,3.0,,1.0,28,49,1237,25.244897959183675,14.0,14.0,96.0,46.0,93.0,49.0
275,2012,11-Edinburg,Male,African American,Birth to Five Years Old,2.0,,1.0,,,,,,1,2,22,11.0,6.0,10.0,2.0,4.0,2.0,4.0
276,2012,11-Edinburg,Male,Anglo,Birth to Five Years Old,1.0,3.0,1.0,,1.0,1.0,,,4,6,45,7.5,10.0,10.0,18.0,7.0,20.0,5.0
277,2012,11-Edinburg,Male,Anglo,Six to Twelve Years Old,,1.0,1.0,,,,,,1,6,150,25.0,14.0,14.0,16.0,5.0,16.0,5.0
278,2012,11-Edinburg,Male,Hispanic,Birth to Five Years Old,18.0,38.0,18.0,1.0,3.0,2.0,,1.0,55,49,405,8.26530612244898,10.0,10.0,82.0,53.0,81.0,54.0
279,2012,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,6.0,22.0,2.0,7.0,11.0,1.0,,,33,62,1841,29.693548387096776,14.0,14.0,97.0,63.0,103.0,57.0
280,2012,2-Abilene,Female,African American,Birth to Five Years Old,1.0,3.0,2.0,,,,,,2,3,42,14.0,10.0,10.0,5.0,7.0,5.0,7.0
